classe,arquivo,analise,representacao,silhouette
Piston,preprocess_Reading152.dat,Temporal + espectral,Características completas,-0.32722684123185125
Piston,preprocess_Reading153.dat,Temporal + espectral,Características completas,-0.29019702156950183
Piston,preprocess_Reading154.dat,Temporal + espectral,Características completas,-0.3281404073391615
Piston,preprocess_Reading155.dat,Temporal + espectral,Características completas,-0.27204772158333534
Piston,preprocess_Reading156.dat,Temporal + espectral,Características completas,-0.27670860116636364
Piston,preprocess_Reading157.dat,Temporal + espectral,Características completas,-0.26556538596967894
Piston,preprocess_Reading158.dat,Temporal + espectral,Características completas,-0.21045757459154918
Piston,preprocess_Reading159.dat,Temporal + espectral,Características completas,-0.24127266248762969
Piston,preprocess_Reading160.dat,Temporal + espectral,Características completas,-0.23544911107615696
Piston,preprocess_Reading161.dat,Temporal + espectral,Características completas,-0.2712855564483702
Piston,preprocess_Reading162.dat,Temporal + espectral,Características completas,-0.29228192963726113
Piston,preprocess_Reading163.dat,Temporal + espectral,Características completas,-0.20811866682657662
Piston,preprocess_Reading164.dat,Temporal + espectral,Características completas,-0.18487888914654577
Piston,preprocess_Reading165.dat,Temporal + espectral,Características completas,-0.10752427442284984
Piston,preprocess_Reading166.dat,Temporal + espectral,Características completas,-0.22974121714342927
Piston,preprocess_Reading167.dat,Temporal + espectral,Características completas,-0.24178614838574533
Piston,preprocess_Reading168.dat,Temporal + espectral,Características completas,-0.0360183460495642
Piston,preprocess_Reading169.dat,Temporal + espectral,Características completas,-0.12927694073318743
Piston,preprocess_Reading170.dat,Temporal + espectral,Características completas,0.18385395275490204
Piston,preprocess_Reading171.dat,Temporal + espectral,Características completas,0.14526681344924713
Piston,preprocess_Reading172.dat,Temporal + espectral,Características completas,0.14352896177567745
Piston,preprocess_Reading173.dat,Temporal + espectral,Características completas,0.15273085079584175
Piston,preprocess_Reading174.dat,Temporal + espectral,Características completas,0.19135047328424382
Piston,preprocess_Reading175.dat,Temporal + espectral,Características completas,0.17898990667786896
Piston,preprocess_Reading176.dat,Temporal + espectral,Características completas,0.24071766078683904
Piston,preprocess_Reading177.dat,Temporal + espectral,Características completas,0.17162605356940866
Piston,preprocess_Reading178.dat,Temporal + espectral,Características completas,0.18415240955978113
Piston,preprocess_Reading179.dat,Temporal + espectral,Características completas,0.13823981231947352
Piston,preprocess_Reading180.dat,Temporal + espectral,Características completas,0.0920279444628786
Piston,preprocess_Reading181.dat,Temporal + espectral,Características completas,0.09582238983834461
Piston,preprocess_Reading182.dat,Temporal + espectral,Características completas,0.042359812545595656
Piston,preprocess_Reading183.dat,Temporal + espectral,Características completas,0.020849963557749863
Piston,preprocess_Reading184.dat,Temporal + espectral,Características completas,0.12423069371035504
Piston,preprocess_Reading185.dat,Temporal + espectral,Características completas,0.16535157181235435
Piston,preprocess_Reading186.dat,Temporal + espectral,Características completas,0.15223642874430293
Piston,preprocess_Reading187.dat,Temporal + espectral,Características completas,0.18328205737016917
Piston,preprocess_Reading188.dat,Temporal + espectral,Características completas,-0.014430403840749034
Piston,preprocess_Reading189.dat,Temporal + espectral,Características completas,-0.011091550438316986
Piston,preprocess_Reading190.dat,Temporal + espectral,Características completas,0.19589322284730298
